season,playerId,player,position,team,conference,category,statType,stat
2014,501545,Brian Vogler,TE,Alabama,SEC,receiving,LONG,5
2014,501545,Brian Vogler,TE,Alabama,SEC,receiving,REC,6
2014,501545,Brian Vogler,TE,Alabama,SEC,receiving,TD,1
2014,501545,Brian Vogler,TE,Alabama,SEC,receiving,YDS,27
2014,501545,Brian Vogler,TE,Alabama,SEC,receiving,YPR,4.5
2014,504027,Jalston Fowler,RB,Alabama,SEC,receiving,LONG,35
2014,504027,Jalston Fowler,RB,Alabama,SEC,receiving,REC,11
2014,504027,Jalston Fowler,RB,Alabama,SEC,receiving,TD,2
2014,504027,Jalston Fowler,RB,Alabama,SEC,receiving,YDS,129
2014,504027,Jalston Fowler,RB,Alabama,SEC,receiving,YPR,11.7
2014,504027,Jalston Fowler,RB,Alabama,SEC,rushing,CAR,12
2014,504027,Jalston Fowler,RB,Alabama,SEC,rushing,LONG,21
2014,504027,Jalston Fowler,RB,Alabama,SEC,rushing,TD,0
2014,504027,Jalston Fowler,RB,Alabama,SEC,rushing,YDS,69
2014,504027,Jalston Fowler,RB,Alabama,SEC,rushing,YPC,5.8
2014,504050,Nick Perry,DB,Alabama,SEC,interceptions,AVG,12.0
2014,504050,Nick Perry,DB,Alabama,SEC,interceptions,INT,2
2014,504050,Nick Perry,DB,Alabama,SEC,interceptions,TD,0
2014,504050,Nick Perry,DB,Alabama,SEC,interceptions,YDS,24
2014,504052,Blake Sims,QB,Alabama,SEC,passing,ATT,391
2014,504052,Blake Sims,QB,Alabama,SEC,passing,COMPLETIONS,252
2014,504052,Blake Sims,QB,Alabama,SEC,passing,INT,10
2014,504052,Blake Sims,QB,Alabama,SEC,passing,PCT,0.645
2014,504052,Blake Sims,QB,Alabama,SEC,passing,TD,28
2014,504052,Blake Sims,QB,Alabama,SEC,passing,YDS,3487
2014,504052,Blake Sims,QB,Alabama,SEC,passing,YPA,8.9
2014,504052,Blake Sims,QB,Alabama,SEC,rushing,CAR,83
2014,504052,Blake Sims,QB,Alabama,SEC,rushing,LONG,43
2014,504052,Blake Sims,QB,Alabama,SEC,rushing,TD,7
2014,504052,Blake Sims,QB,Alabama,SEC,rushing,YDS,350
2014,504052,Blake Sims,QB,Alabama,SEC,rushing,YPC,4.2
2014,504057,DeAndrew White,WR,Alabama,SEC,kickReturns,AVG,1.0
2014,504057,DeAndrew White,WR,Alabama,SEC,kickReturns,LONG,1
2014,504057,DeAndrew White,WR,Alabama,SEC,kickReturns,NO,1
2014,504057,DeAndrew White,WR,Alabama,SEC,kickReturns,TD,0
2014,504057,DeAndrew White,WR,Alabama,SEC,kickReturns,YDS,1
2014,504057,DeAndrew White,WR,Alabama,SEC,receiving,LONG,58
2014,504057,DeAndrew White,WR,Alabama,SEC,receiving,REC,40
2014,504057,DeAndrew White,WR,Alabama,SEC,receiving,TD,4
2014,504057,DeAndrew White,WR,Alabama,SEC,receiving,YDS,504
2014,504057,DeAndrew White,WR,Alabama,SEC,receiving,YPR,12.6
2014,504057,DeAndrew White,WR,Alabama,SEC,rushing,CAR,2
2014,504057,DeAndrew White,WR,Alabama,SEC,rushing,LONG,0
2014,504057,DeAndrew White,WR,Alabama,SEC,rushing,TD,0
2014,504057,DeAndrew White,WR,Alabama,SEC,rushing,YDS,-4
2014,504057,DeAndrew White,WR,Alabama,SEC,rushing,YPC,-2.0
2014,513127,Xzavier Dickson,LB,Alabama,SEC,kickReturns,AVG,3.5
2014,513127,Xzavier Dickson,LB,Alabama,SEC,kickReturns,LONG,7
2014,513127,Xzavier Dickson,LB,Alabama,SEC,kickReturns,NO,2
2014,513127,Xzavier Dickson,LB,Alabama,SEC,kickReturns,TD,0
2014,513127,Xzavier Dickson,LB,Alabama,SEC,kickReturns,YDS,7
2014,513128,Malcolm Faciane,TE,Alabama,SEC,receiving,LONG,3
2014,513128,Malcolm Faciane,TE,Alabama,SEC,receiving,REC,2
2014,513128,Malcolm Faciane,TE,Alabama,SEC,receiving,TD,0
2014,513128,Malcolm Faciane,TE,Alabama,SEC,receiving,YDS,2
2014,513128,Malcolm Faciane,TE,Alabama,SEC,receiving,YPR,1.0
2014,513131,Christion Jones,WR,Alabama,SEC,kickReturns,AVG,23.0
2014,513131,Christion Jones,WR,Alabama,SEC,kickReturns,LONG,38
2014,513131,Christion Jones,WR,Alabama,SEC,kickReturns,NO,37
2014,513131,Christion Jones,WR,Alabama,SEC,kickReturns,TD,0
2014,513131,Christion Jones,WR,Alabama,SEC,kickReturns,YDS,851
2014,513131,Christion Jones,WR,Alabama,SEC,puntReturns,AVG,8.0
2014,513131,Christion Jones,WR,Alabama,SEC,puntReturns,LONG,47
2014,513131,Christion Jones,WR,Alabama,SEC,puntReturns,NO,19
2014,513131,Christion Jones,WR,Alabama,SEC,puntReturns,TD,0
2014,513131,Christion Jones,WR,Alabama,SEC,puntReturns,YDS,152
2014,513131,Christion Jones,WR,Alabama,SEC,receiving,LONG,41
2014,513131,Christion Jones,WR,Alabama,SEC,receiving,REC,19
2014,513131,Christion Jones,WR,Alabama,SEC,receiving,TD,1
2014,513131,Christion Jones,WR,Alabama,SEC,receiving,YDS,264
2014,513131,Christion Jones,WR,Alabama,SEC,receiving,YPR,13.9
2014,513131,Christion Jones,WR,Alabama,SEC,rushing,CAR,1
2014,513131,Christion Jones,WR,Alabama,SEC,rushing,LONG,0
2014,513131,Christion Jones,WR,Alabama,SEC,rushing,TD,0
2014,513131,Christion Jones,WR,Alabama,SEC,rushing,YDS,-4
2014,513131,Christion Jones,WR,Alabama,SEC,rushing,YPC,-4.0
2014,513140,Jabriel Washington,DB,Alabama,SEC,interceptions,AVG,0.0
2014,513140,Jabriel Washington,DB,Alabama,SEC,interceptions,INT,1
2014,513140,Jabriel Washington,DB,Alabama,SEC,interceptions,TD,0
2014,513140,Jabriel Washington,DB,Alabama,SEC,interceptions,YDS,0
2014,514124,Jake Coker,QB,Alabama,SEC,passing,ATT,59
2014,514124,Jake Coker,QB,Alabama,SEC,passing,COMPLETIONS,38
2014,514124,Jake Coker,QB,Alabama,SEC,passing,INT,0
2014,514124,Jake Coker,QB,Alabama,SEC,passing,PCT,0.644
2014,514124,Jake Coker,QB,Alabama,SEC,passing,TD,4
2014,514124,Jake Coker,QB,Alabama,SEC,passing,YDS,403
2014,514124,Jake Coker,QB,Alabama,SEC,passing,YPA,6.8
2014,514124,Jake Coker,QB,Alabama,SEC,rushing,CAR,7
2014,514124,Jake Coker,QB,Alabama,SEC,rushing,LONG,15
2014,514124,Jake Coker,QB,Alabama,SEC,rushing,TD,0
2014,514124,Jake Coker,QB,Alabama,SEC,rushing,YDS,13
2014,514124,Jake Coker,QB,Alabama,SEC,rushing,YPC,1.9
2014,534401,Michael Nysewander,TE,Alabama,SEC,receiving,LONG,12
2014,534401,Michael Nysewander,TE,Alabama,SEC,receiving,REC,2
2014,534401,Michael Nysewander,TE,Alabama,SEC,receiving,TD,1
2014,534401,Michael Nysewander,TE,Alabama,SEC,receiving,YDS,21
2014,534401,Michael Nysewander,TE,Alabama,SEC,receiving,YPR,10.5
2014,534409,T.J. Yeldon,RB,Alabama,SEC,receiving,LONG,37
2014,534409,T.J. Yeldon,RB,Alabama,SEC,receiving,REC,15
2014,534409,T.J. Yeldon,RB,Alabama,SEC,receiving,TD,1
2014,534409,T.J. Yeldon,RB,Alabama,SEC,receiving,YDS,180
2014,534409,T.J. Yeldon,RB,Alabama,SEC,receiving,YPR,12.0
2014,534409,T.J. Yeldon,RB,Alabama,SEC,rushing,CAR,194
2014,534409,T.J. Yeldon,RB,Alabama,SEC,rushing,LONG,31
2014,534409,T.J. Yeldon,RB,Alabama,SEC,rushing,TD,11
2014,534409,T.J. Yeldon,RB,Alabama,SEC,rushing,YDS,979
2014,534409,T.J. Yeldon,RB,Alabama,SEC,rushing,YPC,5.0
2014,534454,Ryan Anderson,LB,Alabama,SEC,kickReturns,AVG,5.0
2014,534454,Ryan Anderson,LB,Alabama,SEC,kickReturns,LONG,5
2014,534454,Ryan Anderson,LB,Alabama,SEC,kickReturns,NO,1
2014,534454,Ryan Anderson,LB,Alabama,SEC,kickReturns,TD,0
2014,534454,Ryan Anderson,LB,Alabama,SEC,kickReturns,YDS,5
2014,534457,Chris Black,WR,Alabama,SEC,receiving,LONG,26
2014,534457,Chris Black,WR,Alabama,SEC,receiving,REC,15
2014,534457,Chris Black,WR,Alabama,SEC,receiving,TD,0
2014,534457,Chris Black,WR,Alabama,SEC,receiving,YDS,188
2014,534457,Chris Black,WR,Alabama,SEC,receiving,YPR,12.5
2014,534458,Amari Cooper,WR,Alabama,SEC,receiving,LONG,80
2014,534458,Amari Cooper,WR,Alabama,SEC,receiving,REC,124
2014,534458,Amari Cooper,WR,Alabama,SEC,receiving,TD,16
2014,534458,Amari Cooper,WR,Alabama,SEC,receiving,YDS,1727
2014,534458,Amari Cooper,WR,Alabama,SEC,receiving,YPR,13.9
2014,534458,Amari Cooper,WR,Alabama,SEC,rushing,CAR,5
2014,534458,Amari Cooper,WR,Alabama,SEC,rushing,LONG,20
2014,534458,Amari Cooper,WR,Alabama,SEC,rushing,TD,0
2014,534458,Amari Cooper,WR,Alabama,SEC,rushing,YDS,23
2014,534458,Amari Cooper,WR,Alabama,SEC,rushing,YPC,4.6
2014,534667,Ty Flournoy-Smith,WR,Alabama,SEC,receiving,LONG,14
2014,534667,Ty Flournoy-Smith,WR,Alabama,SEC,receiving,REC,2
2014,534667,Ty Flournoy-Smith,WR,Alabama,SEC,receiving,TD,1
2014,534667,Ty Flournoy-Smith,WR,Alabama,SEC,receiving,YDS,18
2014,534667,Ty Flournoy-Smith,WR,Alabama,SEC,receiving,YPR,9.0
2014,535742,Landon Collins,DB,Alabama,SEC,interceptions,AVG,4.7
2014,535742,Landon Collins,DB,Alabama,SEC,interceptions,INT,3
2014,535742,Landon Collins,DB,Alabama,SEC,interceptions,TD,0
2014,535742,Landon Collins,DB,Alabama,SEC,interceptions,YDS,14
2014,535742,Landon Collins,DB,Alabama,SEC,kickReturns,AVG,18.3
2014,535742,Landon Collins,DB,Alabama,SEC,kickReturns,LONG,30
2014,535742,Landon Collins,DB,Alabama,SEC,kickReturns,NO,3
2014,535742,Landon Collins,DB,Alabama,SEC,kickReturns,TD,0
2014,535742,Landon Collins,DB,Alabama,SEC,kickReturns,YDS,55
2014,535744,Kenyan Drake,RB,Alabama,SEC,receiving,LONG,87
2014,535744,Kenyan Drake,RB,Alabama,SEC,receiving,REC,5
2014,535744,Kenyan Drake,RB,Alabama,SEC,receiving,TD,2
2014,535744,Kenyan Drake,RB,Alabama,SEC,receiving,YDS,159
2014,535744,Kenyan Drake,RB,Alabama,SEC,receiving,YPR,31.8
2014,535744,Kenyan Drake,RB,Alabama,SEC,rushing,CAR,22
2014,535744,Kenyan Drake,RB,Alabama,SEC,rushing,LONG,29
2014,535744,Kenyan Drake,RB,Alabama,SEC,rushing,TD,4
2014,535744,Kenyan Drake,RB,Alabama,SEC,rushing,YDS,112
2014,535744,Kenyan Drake,RB,Alabama,SEC,rushing,YPC,5.1
2014,535746,Brandon Greene,TE,Alabama,SEC,receiving,LONG,24
2014,535746,Brandon Greene,TE,Alabama,SEC,receiving,REC,1
2014,535746,Brandon Greene,TE,Alabama,SEC,receiving,TD,0
2014,535746,Brandon Greene,TE,Alabama,SEC,receiving,YDS,24
2014,535746,Brandon Greene,TE,Alabama,SEC,receiving,YPR,24.0
2014,535747,Adam Griffith,PK,Alabama,SEC,kicking,FGA,19
2014,535747,Adam Griffith,PK,Alabama,SEC,kicking,FGM,12
2014,535747,Adam Griffith,PK,Alabama,SEC,kicking,LONG,47
2014,535747,Adam Griffith,PK,Alabama,SEC,kicking,PCT,0.632
2014,535747,Adam Griffith,PK,Alabama,SEC,kicking,PTS,89
2014,535747,Adam Griffith,PK,Alabama,SEC,kicking,XPA,54
2014,535747,Adam Griffith,PK,Alabama,SEC,kicking,XPM,53
2014,535750,Cyrus Jones,DB,Alabama,SEC,interceptions,AVG,9.0
2014,535750,Cyrus Jones,DB,Alabama,SEC,interceptions,INT,3
2014,535750,Cyrus Jones,DB,Alabama,SEC,interceptions,TD,0
2014,535750,Cyrus Jones,DB,Alabama,SEC,interceptions,YDS,27
2014,535750,Cyrus Jones,DB,Alabama,SEC,kickReturns,AVG,19.3
2014,535750,Cyrus Jones,DB,Alabama,SEC,kickReturns,LONG,20
2014,535750,Cyrus Jones,DB,Alabama,SEC,kickReturns,NO,4
2014,535750,Cyrus Jones,DB,Alabama,SEC,kickReturns,TD,0
2014,535750,Cyrus Jones,DB,Alabama,SEC,kickReturns,YDS,77
2014,535750,Cyrus Jones,DB,Alabama,SEC,puntReturns,AVG,20.5
2014,535750,Cyrus Jones,DB,Alabama,SEC,puntReturns,LONG,70
2014,535750,Cyrus Jones,DB,Alabama,SEC,puntReturns,NO,4
2014,535750,Cyrus Jones,DB,Alabama,SEC,puntReturns,TD,0
2014,535750,Cyrus Jones,DB,Alabama,SEC,puntReturns,YDS,82
2014,535756,Reggie Ragland,LB,Alabama,SEC,interceptions,AVG,1.0
2014,535756,Reggie Ragland,LB,Alabama,SEC,interceptions,INT,1
2014,535756,Reggie Ragland,LB,Alabama,SEC,interceptions,TD,0
2014,535756,Reggie Ragland,LB,Alabama,SEC,interceptions,YDS,1
2014,546368,Derrick Henry,RB,Alabama,SEC,receiving,LONG,52
2014,546368,Derrick Henry,RB,Alabama,SEC,receiving,REC,5
2014,546368,Derrick Henry,RB,Alabama,SEC,receiving,TD,2
2014,546368,Derrick Henry,RB,Alabama,SEC,receiving,YDS,133
2014,546368,Derrick Henry,RB,Alabama,SEC,receiving,YPR,26.6
2014,546368,Derrick Henry,RB,Alabama,SEC,rushing,CAR,172
2014,546368,Derrick Henry,RB,Alabama,SEC,rushing,LONG,49
2014,546368,Derrick Henry,RB,Alabama,SEC,rushing,TD,11
2014,546368,Derrick Henry,RB,Alabama,SEC,rushing,YDS,990
2014,546368,Derrick Henry,RB,Alabama,SEC,rushing,YPC,5.8
2014,546370,O.J. Howard,TE,Alabama,SEC,kickReturns,AVG,5.0
2014,546370,O.J. Howard,TE,Alabama,SEC,kickReturns,LONG,5
2014,546370,O.J. Howard,TE,Alabama,SEC,kickReturns,NO,2
2014,546370,O.J. Howard,TE,Alabama,SEC,kickReturns,TD,0
2014,546370,O.J. Howard,TE,Alabama,SEC,kickReturns,YDS,10
2014,546370,O.J. Howard,TE,Alabama,SEC,receiving,LONG,53
2014,546370,O.J. Howard,TE,Alabama,SEC,receiving,REC,17
2014,546370,O.J. Howard,TE,Alabama,SEC,receiving,TD,0
2014,546370,O.J. Howard,TE,Alabama,SEC,receiving,YDS,260
2014,546370,O.J. Howard,TE,Alabama,SEC,receiving,YPR,15.3
2014,551293,Robert Foster,WR,Alabama,SEC,receiving,LONG,14
2014,551293,Robert Foster,WR,Alabama,SEC,receiving,REC,6
2014,551293,Robert Foster,WR,Alabama,SEC,receiving,TD,0
2014,551293,Robert Foster,WR,Alabama,SEC,receiving,YDS,44
2014,551293,Robert Foster,WR,Alabama,SEC,receiving,YPR,7.3
2014,551295,Eddie Jackson,DB,Alabama,SEC,interceptions,AVG,18.0
2014,551295,Eddie Jackson,DB,Alabama,SEC,interceptions,INT,1
2014,551295,Eddie Jackson,DB,Alabama,SEC,interceptions,TD,0
2014,551295,Eddie Jackson,DB,Alabama,SEC,interceptions,YDS,18
2014,551296,Tyren Jones,RB,Alabama,SEC,puntReturns,AVG,0.0
2014,551296,Tyren Jones,RB,Alabama,SEC,puntReturns,LONG,0
2014,551296,Tyren Jones,RB,Alabama,SEC,puntReturns,NO,1
2014,551296,Tyren Jones,RB,Alabama,SEC,puntReturns,TD,0
2014,551296,Tyren Jones,RB,Alabama,SEC,puntReturns,YDS,0
2014,551296,Tyren Jones,RB,Alabama,SEC,receiving,LONG,0
2014,551296,Tyren Jones,RB,Alabama,SEC,receiving,REC,1
2014,551296,Tyren Jones,RB,Alabama,SEC,receiving,TD,0
2014,551296,Tyren Jones,RB,Alabama,SEC,receiving,YDS,-1
2014,551296,Tyren Jones,RB,Alabama,SEC,receiving,YPR,-1.0
2014,551296,Tyren Jones,RB,Alabama,SEC,rushing,CAR,36
2014,551296,Tyren Jones,RB,Alabama,SEC,rushing,LONG,22
2014,551296,Tyren Jones,RB,Alabama,SEC,rushing,TD,2
2014,551296,Tyren Jones,RB,Alabama,SEC,rushing,YDS,224
2014,551296,Tyren Jones,RB,Alabama,SEC,rushing,YPC,6.2
2014,551306,Maurice Smith,DB,Alabama,SEC,puntReturns,AVG,0.0
2014,551306,Maurice Smith,DB,Alabama,SEC,puntReturns,LONG,0
2014,551306,Maurice Smith,DB,Alabama,SEC,puntReturns,NO,1
2014,551306,Maurice Smith,DB,Alabama,SEC,puntReturns,TD,0
2014,551306,Maurice Smith,DB,Alabama,SEC,puntReturns,YDS,0
2014,551307,ArDarius Stewart,WR,Alabama,SEC,receiving,LONG,40
2014,551307,ArDarius Stewart,WR,Alabama,SEC,receiving,REC,12
2014,551307,ArDarius Stewart,WR,Alabama,SEC,receiving,TD,0
2014,551307,ArDarius Stewart,WR,Alabama,SEC,receiving,YDS,149
2014,551307,ArDarius Stewart,WR,Alabama,SEC,receiving,YPR,12.4
2014,551308,Altee Tenpenny,RB,Alabama,SEC,rushing,CAR,26
2014,551308,Altee Tenpenny,RB,Alabama,SEC,rushing,LONG,23
2014,551308,Altee Tenpenny,RB,Alabama,SEC,rushing,TD,0
2014,551308,Altee Tenpenny,RB,Alabama,SEC,rushing,YDS,136
2014,551308,Altee Tenpenny,RB,Alabama,SEC,rushing,YPC,5.2
2014,559702,Cam Sims,WR,Alabama,SEC,receiving,LONG,22
2014,559702,Cam Sims,WR,Alabama,SEC,receiving,REC,7
2014,559702,Cam Sims,WR,Alabama,SEC,receiving,TD,1
2014,559702,Cam Sims,WR,Alabama,SEC,receiving,YDS,62
2014,559702,Cam Sims,WR,Alabama,SEC,receiving,YPR,8.9
2014,3126368,JK Scott,P,Alabama,SEC,kicking,FGA,0
2014,3126368,JK Scott,P,Alabama,SEC,kicking,FGM,0
2014,3126368,JK Scott,P,Alabama,SEC,kicking,LONG,0
2014,3126368,JK Scott,P,Alabama,SEC,kicking,PCT,0
2014,3126368,JK Scott,P,Alabama,SEC,kicking,PTS,1
2014,3126368,JK Scott,P,Alabama,SEC,kicking,XPA,1
2014,3126368,JK Scott,P,Alabama,SEC,kicking,XPM,1
2014,3126368,JK Scott,P,Alabama,SEC,punting,In 20,31
2014,3126368,JK Scott,P,Alabama,SEC,punting,LONG,73
2014,3126368,JK Scott,P,Alabama,SEC,punting,NO,55
2014,3126368,JK Scott,P,Alabama,SEC,punting,TB,5
2014,3126368,JK Scott,P,Alabama,SEC,punting,YDS,2640
2014,3126368,JK Scott,P,Alabama,SEC,punting,YPP,48.0
2014,3148009,Buddy Pell,RB,Alabama,SEC,rushing,CAR,2
2014,3148009,Buddy Pell,RB,Alabama,SEC,rushing,LONG,8
2014,3148009,Buddy Pell,RB,Alabama,SEC,rushing,TD,0
2014,3148009,Buddy Pell,RB,Alabama,SEC,rushing,YDS,15
2014,3148009,Buddy Pell,RB,Alabama,SEC,rushing,YPC,7.5
2014,3155683,Gunnar Raborn,PK,Alabama,SEC,kicking,FGA,3
2014,3155683,Gunnar Raborn,PK,Alabama,SEC,kicking,FGM,2
2014,3155683,Gunnar Raborn,PK,Alabama,SEC,kicking,LONG,28
2014,3155683,Gunnar Raborn,PK,Alabama,SEC,kicking,PCT,0.667
2014,3155683,Gunnar Raborn,PK,Alabama,SEC,kicking,PTS,15
2014,3155683,Gunnar Raborn,PK,Alabama,SEC,kicking,XPA,10
2014,3155683,Gunnar Raborn,PK,Alabama,SEC,kicking,XPM,9
2014,501264,Sebastian Tretola,OT,Arkansas,SEC,passing,ATT,1
2014,501264,Sebastian Tretola,OT,Arkansas,SEC,passing,COMPLETIONS,1
2014,501264,Sebastian Tretola,OT,Arkansas,SEC,passing,INT,0
2014,501264,Sebastian Tretola,OT,Arkansas,SEC,passing,PCT,1.000
2014,501264,Sebastian Tretola,OT,Arkansas,SEC,passing,TD,1
2014,501264,Sebastian Tretola,OT,Arkansas,SEC,passing,YDS,6
2014,501264,Sebastian Tretola,OT,Arkansas,SEC,passing,YPA,6.0
2014,504087,Alan Turner,S,Arkansas,SEC,interceptions,AVG,0.0
2014,504087,Alan Turner,S,Arkansas,SEC,interceptions,INT,1
2014,504087,Alan Turner,S,Arkansas,SEC,interceptions,TD,0
2014,504087,Alan Turner,S,Arkansas,SEC,interceptions,YDS,0
2014,505968,John Henson,PK,Arkansas,SEC,kicking,FGA,4
2014,505968,John Henson,PK,Arkansas,SEC,kicking,FGM,2
2014,505968,John Henson,PK,Arkansas,SEC,kicking,LONG,22
2014,505968,John Henson,PK,Arkansas,SEC,kicking,PCT,0.500
2014,505968,John Henson,PK,Arkansas,SEC,kicking,PTS,37
2014,505968,John Henson,PK,Arkansas,SEC,kicking,XPA,33
2014,505968,John Henson,PK,Arkansas,SEC,kicking,XPM,31
2014,515915,Brandon Allen,QB,Arkansas,SEC,passing,ATT,339
2014,515915,Brandon Allen,QB,Arkansas,SEC,passing,COMPLETIONS,190
2014,515915,Brandon Allen,QB,Arkansas,SEC,passing,INT,5
2014,515915,Brandon Allen,QB,Arkansas,SEC,passing,PCT,0.560
2014,515915,Brandon Allen,QB,Arkansas,SEC,passing,TD,20
2014,515915,Brandon Allen,QB,Arkansas,SEC,passing,YDS,2285
2014,515915,Brandon Allen,QB,Arkansas,SEC,passing,YPA,6.7
2014,515915,Brandon Allen,QB,Arkansas,SEC,rushing,CAR,42
2014,515915,Brandon Allen,QB,Arkansas,SEC,rushing,LONG,21
2014,515915,Brandon Allen,QB,Arkansas,SEC,rushing,TD,2
2014,515915,Brandon Allen,QB,Arkansas,SEC,rushing,YDS,0
2014,515915,Brandon Allen,QB,Arkansas,SEC,rushing,YPC,0.0
2014,515925,Rohan Gaines,DB,Arkansas,SEC,interceptions,AVG,100.0
2014,515925,Rohan Gaines,DB,Arkansas,SEC,interceptions,INT,1
2014,515925,Rohan Gaines,DB,Arkansas,SEC,interceptions,TD,1
2014,515925,Rohan Gaines,DB,Arkansas,SEC,interceptions,YDS,100
2014,515934,Tevin Mitchel,CB,Arkansas,SEC,interceptions,AVG,-3.5
2014,515934,Tevin Mitchel,CB,Arkansas,SEC,interceptions,INT,2
2014,515934,Tevin Mitchel,CB,Arkansas,SEC,interceptions,TD,0
2014,515934,Tevin Mitchel,CB,Arkansas,SEC,interceptions,YDS,-7
2014,515941,Kody Walker,RB,Arkansas,SEC,receiving,LONG,6
2014,515941,Kody Walker,RB,Arkansas,SEC,receiving,REC,3
2014,515941,Kody Walker,RB,Arkansas,SEC,receiving,TD,0
2014,515941,Kody Walker,RB,Arkansas,SEC,receiving,YDS,15
2014,515941,Kody Walker,RB,Arkansas,SEC,receiving,YPR,5.0
2014,515941,Kody Walker,RB,Arkansas,SEC,rushing,CAR,31
2014,515941,Kody Walker,RB,Arkansas,SEC,rushing,LONG,11
2014,515941,Kody Walker,RB,Arkansas,SEC,rushing,TD,1
2014,515941,Kody Walker,RB,Arkansas,SEC,rushing,YDS,149
2014,515941,Kody Walker,RB,Arkansas,SEC,rushing,YPC,4.8
2014,517510,Alan D'Appollonio,LS,Arkansas,SEC,receiving,LONG,6
2014,517510,Alan D'Appollonio,LS,Arkansas,SEC,receiving,REC,1
2014,517510,Alan D'Appollonio,LS,Arkansas,SEC,receiving,TD,1
2014,517510,Alan D'Appollonio,LS,Arkansas,SEC,receiving,YDS,6
2014,517510,Alan D'Appollonio,LS,Arkansas,SEC,receiving,YPR,6.0
2014,521290,Alex Voelzke,TE,Arkansas,SEC,kickReturns,AVG,21.0
2014,521290,Alex Voelzke,TE,Arkansas,SEC,kickReturns,LONG,21
2014,521290,Alex Voelzke,TE,Arkansas,SEC,kickReturns,NO,1
2014,521290,Alex Voelzke,TE,Arkansas,SEC,kickReturns,TD,0
2014,521290,Alex Voelzke,TE,Arkansas,SEC,kickReturns,YDS,21
2014,535877,Keon Hatcher,WR,Arkansas,SEC,kickReturns,AVG,23.2
2014,535877,Keon Hatcher,WR,Arkansas,SEC,kickReturns,LONG,47
2014,535877,Keon Hatcher,WR,Arkansas,SEC,kickReturns,NO,6
2014,535877,Keon Hatcher,WR,Arkansas,SEC,kickReturns,TD,0
2014,535877,Keon Hatcher,WR,Arkansas,SEC,kickReturns,YDS,139
2014,535877,Keon Hatcher,WR,Arkansas,SEC,receiving,LONG,50
2014,535877,Keon Hatcher,WR,Arkansas,SEC,receiving,REC,43
2014,535877,Keon Hatcher,WR,Arkansas,SEC,receiving,TD,6
2014,535877,Keon Hatcher,WR,Arkansas,SEC,receiving,YDS,558
2014,535877,Keon Hatcher,WR,Arkansas,SEC,receiving,YPR,13.0
2014,535877,Keon Hatcher,WR,Arkansas,SEC,rushing,CAR,5
2014,535877,Keon Hatcher,WR,Arkansas,SEC,rushing,LONG,82
2014,535877,Keon Hatcher,WR,Arkansas,SEC,rushing,TD,1
2014,535877,Keon Hatcher,WR,Arkansas,SEC,rushing,YDS,112
2014,535877,Keon Hatcher,WR,Arkansas,SEC,rushing,YPC,22.4
2014,535878,Eric Hawkins,WR,Arkansas,SEC,kickReturns,AVG,18.3
2014,535878,Eric Hawkins,WR,Arkansas,SEC,kickReturns,LONG,27
2014,535878,Eric Hawkins,WR,Arkansas,SEC,kickReturns,NO,4
2014,535878,Eric Hawkins,WR,Arkansas,SEC,kickReturns,TD,0
2014,535878,Eric Hawkins,WR,Arkansas,SEC,kickReturns,YDS,73
2014,535889,Jeremy Sprinkle,TE,Arkansas,SEC,receiving,LONG,17
2014,535889,Jeremy Sprinkle,TE,Arkansas,SEC,receiving,REC,7
2014,535889,Jeremy Sprinkle,TE,Arkansas,SEC,receiving,TD,1
2014,535889,Jeremy Sprinkle,TE,Arkansas,SEC,receiving,YDS,84
2014,535889,Jeremy Sprinkle,TE,Arkansas,SEC,receiving,YPR,12.0
2014,535893,Jonathan Williams,RB,Arkansas,SEC,passing,ATT,1
2014,535893,Jonathan Williams,RB,Arkansas,SEC,passing,COMPLETIONS,0
2014,535893,Jonathan Williams,RB,Arkansas,SEC,passing,INT,0
2014,535893,Jonathan Williams,RB,Arkansas,SEC,passing,PCT,0.000
2014,535893,Jonathan Williams,RB,Arkansas,SEC,passing,TD,0
2014,535893,Jonathan Williams,RB,Arkansas,SEC,passing,YDS,0
2014,535893,Jonathan Williams,RB,Arkansas,SEC,passing,YPA,0.0
2014,535893,Jonathan Williams,RB,Arkansas,SEC,receiving,LONG,23
2014,535893,Jonathan Williams,RB,Arkansas,SEC,receiving,REC,11
2014,535893,Jonathan Williams,RB,Arkansas,SEC,receiving,TD,2
2014,535893,Jonathan Williams,RB,Arkansas,SEC,receiving,YDS,65
2014,535893,Jonathan Williams,RB,Arkansas,SEC,receiving,YPR,5.9
2014,535893,Jonathan Williams,RB,Arkansas,SEC,rushing,CAR,211
2014,535893,Jonathan Williams,RB,Arkansas,SEC,rushing,LONG,90
2014,535893,Jonathan Williams,RB,Arkansas,SEC,rushing,TD,12
2014,535893,Jonathan Williams,RB,Arkansas,SEC,rushing,YDS,1190
2014,535893,Jonathan Williams,RB,Arkansas,SEC,rushing,YPC,5.6
2014,535894,Demetrius Wilson,WR,Arkansas,SEC,puntReturns,AVG,-6.0
2014,535894,Demetrius Wilson,WR,Arkansas,SEC,puntReturns,LONG,-6
2014,535894,Demetrius Wilson,WR,Arkansas,SEC,puntReturns,NO,1
2014,535894,Demetrius Wilson,WR,Arkansas,SEC,puntReturns,TD,0
2014,535894,Demetrius Wilson,WR,Arkansas,SEC,puntReturns,YDS,-6
